,output_dim,base_filters,kernel_size,activation,nblocks,pool,dropout,closer,metrics,epochs,batch_size,optimizer,accuracy,loss,val_accuracy,val_loss,len_dataset,n_features,dominant_class,thickness
173,2,64,3,tanh,4,2,False,False,accuracy,7,32,sgd,0.49609375,0.6931906938552856,0.4893749952316284,0.6932422518730164,8000,150,0.5,3
174,2,64,3,tanh,4,2,True,True,accuracy,9,32,adam,0.9610937237739563,0.1531100571155548,0.7318750023841858,0.9709436297416687,8000,150,0.5,3
175,2,64,3,tanh,4,2,True,True,accuracy,8,32,rmsprop,0.9765625,0.06987164914608002,0.7237499952316284,1.1889355182647705,8000,150,0.5,3
176,2,64,3,tanh,4,2,True,True,accuracy,7,32,sgd,0.9068750143051147,0.2729254961013794,0.7174999713897705,0.7451362609863281,8000,150,0.5,3
177,2,64,3,tanh,4,2,True,False,accuracy,9,32,adam,0.9584375023841858,0.10346042364835739,0.7281249761581421,0.8926301598548889,8000,150,0.5,3
178,2,64,3,tanh,4,2,True,False,accuracy,8,32,rmsprop,0.9878125190734863,0.03775707632303238,0.7262499928474426,1.2486560344696045,8000,150,0.5,3
179,2,64,3,tanh,4,2,True,False,accuracy,6,32,sgd,0.5026562213897705,0.6931825876235962,0.4893749952316284,0.6932525038719177,8000,150,0.5,3
180,2,64,3,tanh,5,2,False,True,accuracy,8,32,adam,0.4985937476158142,0.6932068467140198,0.4893749952316284,0.6933517456054688,8000,150,0.5,3
181,2,64,3,tanh,5,2,False,True,accuracy,9,32,rmsprop,0.9803125262260437,0.060599785298109055,0.7225000262260437,1.2676458358764648,8000,150,0.5,3
182,2,64,3,tanh,5,2,False,True,accuracy,7,32,sgd,0.9728124737739563,0.07623780518770218,0.7387499809265137,1.0790823698043823,8000,150,0.5,3
183,2,64,3,tanh,5,2,False,False,accuracy,6,32,adam,0.4973437488079071,0.6932446956634521,0.4893749952316284,0.6934024095535278,8000,150,0.5,3
184,2,64,3,tanh,5,2,False,False,accuracy,10,32,rmsprop,0.5026562213897705,0.6931838989257812,0.4893749952316284,0.6932917833328247,8000,150,0.5,3
185,2,64,3,tanh,5,2,False,False,accuracy,6,32,sgd,0.5026562213897705,0.6932203769683838,0.4893749952316284,0.6933624148368835,8000,150,0.5,3
186,2,64,3,tanh,5,2,True,True,accuracy,12,32,adam,0.5026562213897705,0.693179190158844,0.4893749952316284,0.6931899189949036,8000,150,0.5,3
187,2,64,3,tanh,5,2,True,True,accuracy,6,32,rmsprop,0.5001562237739563,0.6932141780853271,0.4893749952316284,0.6933888792991638,8000,150,0.5,3
188,2,64,3,tanh,5,2,True,True,accuracy,7,32,sgd,0.5026562213897705,0.6932157278060913,0.4893749952316284,0.6932279467582703,8000,150,0.5,3
189,2,64,3,tanh,5,2,True,False,accuracy,6,32,adam,0.4964062571525574,0.6932275295257568,0.4893749952316284,0.6933225989341736,8000,150,0.5,3
190,2,64,3,tanh,5,2,True,False,accuracy,9,32,rmsprop,0.9740625023841858,0.06984778493642807,0.7318750023841858,1.2283536195755005,8000,150,0.5,3
191,2,64,3,tanh,5,2,True,False,accuracy,8,32,sgd,0.9696875214576721,0.08014219254255295,0.7275000214576721,0.9808341860771179,8000,150,0.5,3
192,2,128,3,relu,2,2,False,True,accuracy,11,32,adam,0.5026562213897705,0.6931830048561096,0.4893749952316284,0.6932029128074646,8000,150,0.5,3
193,2,128,3,relu,2,2,False,True,accuracy,12,32,rmsprop,0.49265626072883606,0.6932348608970642,0.4893749952316284,0.6933228373527527,8000,150,0.5,3
194,2,128,3,relu,2,2,False,True,accuracy,9,32,sgd,0.989062488079071,0.03397490456700325,0.7450000047683716,1.2425615787506104,8000,150,0.5,3
195,2,128,3,relu,2,2,False,False,accuracy,11,32,adam,0.9664062261581421,0.08397091925144196,0.7350000143051147,1.1385749578475952,8000,150,0.5,3
196,2,128,3,relu,2,2,False,False,accuracy,6,32,rmsprop,0.49265626072883606,0.6932267546653748,0.4893749952316284,0.6934043169021606,8000,150,0.5,3
197,2,128,3,relu,2,2,False,False,accuracy,8,32,sgd,0.9676562547683716,0.08040539920330048,0.7356250286102295,1.135521411895752,8000,150,0.5,3
198,2,128,3,relu,2,2,True,True,accuracy,16,32,adam,0.5026562213897705,0.693186342716217,0.4893749952316284,0.6932585835456848,8000,150,0.5,3
199,2,128,3,relu,2,2,True,True,accuracy,7,32,rmsprop,0.971875011920929,0.07915132492780685,0.7162500023841858,1.057724118232727,8000,150,0.5,3
200,2,128,3,relu,2,2,True,True,accuracy,8,32,sgd,0.9735937714576721,0.0754113420844078,0.7181249856948853,1.1778647899627686,8000,150,0.5,3
201,2,128,3,relu,2,2,True,False,accuracy,11,32,adam,0.4973437488079071,0.6932221055030823,0.4893749952316284,0.6933082342147827,8000,150,0.5,3
202,2,128,3,relu,2,2,True,False,accuracy,10,32,rmsprop,0.9332812428474426,0.21666675806045532,0.6987500190734863,0.936714231967926,8000,150,0.5,3
203,2,128,3,relu,2,2,True,False,accuracy,10,32,sgd,0.5026562213897705,0.6931830644607544,0.4893749952316284,0.6933212280273438,8000,150,0.5,3
204,2,128,3,relu,3,2,False,True,accuracy,7,32,adam,0.5026562213897705,0.6932225823402405,0.4893749952316284,0.6932430267333984,8000,150,0.5,3
205,2,128,3,relu,3,2,False,True,accuracy,8,32,rmsprop,0.9810937643051147,0.05649597942829132,0.6912500262260437,1.4683915376663208,8000,150,0.5,3
206,2,128,3,relu,3,2,False,True,accuracy,7,32,sgd,0.9823437333106995,0.05346602573990822,0.6768749952316284,1.4451638460159302,8000,150,0.5,3
207,2,128,3,relu,3,2,False,False,accuracy,6,32,adam,0.5026562213897705,0.6932021975517273,0.4893749952316284,0.6932116150856018,8000,150,0.5,3
208,2,128,3,relu,3,2,False,False,accuracy,6,32,rmsprop,0.5026562213897705,0.693199634552002,0.4893749952316284,0.69325852394104,8000,150,0.5,3
209,2,128,3,relu,3,2,False,False,accuracy,7,32,sgd,0.5026562213897705,0.6932414770126343,0.4893749952316284,0.693300724029541,8000,150,0.5,3
210,2,128,3,relu,3,2,True,True,accuracy,18,32,adam,0.5026562213897705,0.6932138800621033,0.4893749952316284,0.6932604908943176,8000,150,0.5,3
211,2,128,3,relu,3,2,True,True,accuracy,6,32,rmsprop,0.5026562213897705,0.6932221055030823,0.4893749952316284,0.6932059526443481,8000,150,0.5,3
212,2,128,3,relu,3,2,True,True,accuracy,10,32,sgd,0.9649999737739563,0.1442309319972992,0.7074999809265137,1.2565786838531494,8000,150,0.5,3
213,2,128,3,relu,3,2,True,False,accuracy,8,32,adam,0.9854687452316284,0.046422719955444336,0.6974999904632568,1.4855347871780396,8000,150,0.5,3
214,2,128,3,relu,3,2,True,False,accuracy,14,32,rmsprop,0.49671876430511475,0.6932192444801331,0.4893749952316284,0.69328773021698,8000,150,0.5,3
215,2,128,3,relu,3,2,True,False,accuracy,6,32,sgd,0.49828124046325684,0.6931846141815186,0.4893749952316284,0.6933125257492065,8000,150,0.5,3
216,2,128,3,relu,4,2,False,True,accuracy,6,32,adam,0.49703124165534973,0.6932088732719421,0.4893749952316284,0.6933661103248596,8000,150,0.5,3
217,2,128,3,relu,4,2,False,True,accuracy,6,32,rmsprop,0.4907812476158142,0.6932324171066284,0.4893749952316284,0.6933046579360962,8000,150,0.5,3
218,2,128,3,relu,4,2,False,True,accuracy,6,32,sgd,0.5026562213897705,0.6932087540626526,0.4893749952316284,0.6932185292243958,8000,150,0.5,3
219,2,128,3,relu,4,2,False,False,accuracy,8,32,adam,0.9814062714576721,0.047744132578372955,0.7418749928474426,1.1514999866485596,8000,150,0.5,3
220,2,128,3,relu,4,2,False,False,accuracy,8,32,rmsprop,0.9900000095367432,0.033635929226875305,0.7193750143051147,1.4786268472671509,8000,150,0.5,3
221,2,128,3,relu,4,2,False,False,accuracy,8,32,sgd,0.9840624928474426,0.05054684728384018,0.7206249833106995,1.2492218017578125,8000,150,0.5,3
222,2,128,3,relu,4,2,True,True,accuracy,16,32,adam,0.4895312488079071,0.6932213306427002,0.4893749952316284,0.6932490468025208,8000,150,0.5,3
223,2,128,3,relu,4,2,True,True,accuracy,8,32,rmsprop,0.9732812643051147,0.06929918378591537,0.7418749928474426,1.1303794384002686,8000,150,0.5,3
224,2,128,3,relu,4,2,True,True,accuracy,15,32,sgd,0.49796876311302185,0.693194568157196,0.4893749952316284,0.6933602690696716,8000,150,0.5,3
225,2,128,3,relu,4,2,True,False,accuracy,16,32,adam,0.49953123927116394,0.6932404041290283,0.4893749952316284,0.6931781768798828,8000,150,0.5,3
226,2,128,3,relu,4,2,True,False,accuracy,10,32,rmsprop,0.4964062571525574,0.6932275295257568,0.4893749952316284,0.6933414340019226,8000,150,0.5,3
227,2,128,3,relu,4,2,True,False,accuracy,8,32,sgd,0.9682812690734863,0.08377113193273544,0.7243750095367432,1.0096665620803833,8000,150,0.5,3
228,2,128,3,relu,5,2,False,True,accuracy,6,32,adam,0.5026562213897705,0.6932269334793091,0.4893749952316284,0.6932641863822937,8000,150,0.5,3
229,2,128,3,relu,5,2,False,True,accuracy,6,32,rmsprop,0.5026562213897705,0.693174421787262,0.4893749952316284,0.6933313608169556,8000,150,0.5,3
230,2,128,3,relu,5,2,False,True,accuracy,8,32,sgd,0.49703124165534973,0.6932147741317749,0.4893749952316284,0.6931785345077515,8000,150,0.5,3
231,2,128,3,relu,5,2,False,False,accuracy,6,32,adam,0.5026562213897705,0.6932037472724915,0.4893749952316284,0.6932617425918579,8000,150,0.5,3
232,2,128,3,relu,5,2,False,False,accuracy,10,32,rmsprop,0.97265625,0.07519607245922089,0.7268750071525574,1.1927993297576904,8000,150,0.5,3
233,2,128,3,relu,5,2,False,False,accuracy,7,32,sgd,0.9573437571525574,0.12108152359724045,0.7362499833106995,0.8709298968315125,8000,150,0.5,3
234,2,128,3,relu,5,2,True,True,accuracy,6,32,adam,0.5026562213897705,0.6931779980659485,0.4893749952316284,0.6932258009910583,8000,150,0.5,3
235,2,128,3,relu,5,2,True,True,accuracy,7,32,rmsprop,0.4957812428474426,0.6932369470596313,0.4893749952316284,0.6932286024093628,8000,150,0.5,3
236,2,128,3,relu,5,2,True,True,accuracy,8,32,sgd,0.5026562213897705,0.6931827664375305,0.4893749952316284,0.6933071613311768,8000,150,0.5,3
237,2,128,3,relu,5,2,True,False,accuracy,11,32,adam,0.983593761920929,0.04907572641968727,0.7262499928474426,1.3430424928665161,8000,150,0.5,3
238,2,128,3,relu,5,2,True,False,accuracy,10,32,rmsprop,0.9262499809265137,0.23238326609134674,0.7337499856948853,0.7455174922943115,8000,150,0.5,3
239,2,128,3,relu,5,2,True,False,accuracy,7,32,sgd,0.5026562213897705,0.6932095289230347,0.4893749952316284,0.6931929588317871,8000,150,0.5,3
240,2,128,3,tanh,2,2,False,True,accuracy,12,32,adam,0.49421873688697815,0.6931887269020081,0.4893749952316284,0.6931999325752258,8000,150,0.5,3
241,2,128,3,tanh,2,2,False,True,accuracy,9,32,rmsprop,0.9753124713897705,0.06935760378837585,0.7193750143051147,1.1022051572799683,8000,150,0.5,3
242,2,128,3,tanh,2,2,False,True,accuracy,10,32,sgd,0.98046875,0.05473642796278,0.7149999737739563,1.1758936643600464,8000,150,0.5,3
243,2,128,3,tanh,2,2,False,False,accuracy,8,32,adam,0.97265625,0.07993943244218826,0.706250011920929,1.0780056715011597,8000,150,0.5,3
244,2,128,3,tanh,2,2,False,False,accuracy,9,32,rmsprop,0.9803125262260437,0.061271797865629196,0.7118750214576721,1.0885052680969238,8000,150,0.5,3
245,2,128,3,tanh,2,2,False,False,accuracy,8,32,sgd,0.4989062547683716,0.6932184100151062,0.4893749952316284,0.6933702826499939,8000,150,0.5,3
246,2,128,3,tanh,2,2,True,True,accuracy,11,32,adam,0.4976562559604645,0.6932182312011719,0.4893749952316284,0.6932320594787598,8000,150,0.5,3
247,2,128,3,tanh,2,2,True,True,accuracy,8,32,rmsprop,0.9892187714576721,0.0348447784781456,0.721875011920929,1.2967119216918945,8000,150,0.5,3
248,2,128,3,tanh,2,2,True,True,accuracy,9,32,sgd,0.4964062571525574,0.6932126879692078,0.4893749952316284,0.6932214498519897,8000,150,0.5,3
249,2,128,3,tanh,2,2,True,False,accuracy,6,32,adam,0.49703124165534973,0.693206787109375,0.4893749952316284,0.6933715343475342,8000,150,0.5,3
250,2,128,3,tanh,2,2,True,False,accuracy,15,32,rmsprop,0.5026562213897705,0.6931753754615784,0.4893749952316284,0.693198561668396,8000,150,0.5,3
251,2,128,3,tanh,2,2,True,False,accuracy,6,32,sgd,0.4957812428474426,0.6932053565979004,0.4893749952316284,0.6932703256607056,8000,150,0.5,3
252,2,128,3,tanh,3,2,False,True,accuracy,8,32,adam,0.9876562356948853,0.03686706721782684,0.7081249952316284,1.5576797723770142,8000,150,0.5,3
253,2,128,3,tanh,3,2,False,True,accuracy,8,32,rmsprop,0.9810937643051147,0.05338405445218086,0.7225000262260437,1.3513684272766113,8000,150,0.5,3
254,2,128,3,tanh,3,2,False,True,accuracy,6,32,sgd,0.5026562213897705,0.6931794881820679,0.4893749952316284,0.693280816078186,8000,150,0.5,3
255,2,128,3,tanh,3,2,False,False,accuracy,13,32,adam,0.49828124046325684,0.6932081580162048,0.4893749952316284,0.6934458017349243,8000,150,0.5,3
256,2,128,3,tanh,3,2,False,False,accuracy,7,32,rmsprop,0.9692187309265137,0.08974674344062805,0.7149999737739563,1.181828260421753,8000,150,0.5,3
257,2,128,3,tanh,3,2,False,False,accuracy,9,32,sgd,0.9715625047683716,0.07690867781639099,0.7412499785423279,1.2078641653060913,8000,150,0.5,3
258,2,128,3,tanh,3,2,True,True,accuracy,12,32,adam,0.5026562213897705,0.693178117275238,0.4893749952316284,0.6932790875434875,8000,150,0.5,3
259,2,128,3,tanh,3,2,True,True,accuracy,6,32,rmsprop,0.5026562213897705,0.6931836009025574,0.4893749952316284,0.6931525468826294,8000,150,0.5,3
260,2,128,3,tanh,3,2,True,True,accuracy,10,32,sgd,0.49703124165534973,0.693233847618103,0.4893749952316284,0.6933084726333618,8000,150,0.5,3
261,2,128,3,tanh,3,2,True,False,accuracy,7,32,adam,0.9579687714576721,0.12034157663583755,0.7068750262260437,0.9943522810935974,8000,150,0.5,3
262,2,128,3,tanh,3,2,True,False,accuracy,9,32,rmsprop,0.9821875095367432,0.05357715114951134,0.703125,1.5002970695495605,8000,150,0.5,3
263,2,128,3,tanh,3,2,True,False,accuracy,6,32,sgd,0.4973437488079071,0.6931898593902588,0.4893749952316284,0.6932746171951294,8000,150,0.5,3
264,2,128,3,tanh,4,2,False,True,accuracy,8,32,adam,0.9862499833106995,0.04560678079724312,0.7174999713897705,1.122538685798645,8000,150,0.5,3
265,2,128,3,tanh,4,2,False,True,accuracy,7,32,rmsprop,0.9764062762260437,0.06789817661046982,0.7149999737739563,1.2475682497024536,8000,150,0.5,3
266,2,128,3,tanh,4,2,False,True,accuracy,9,32,sgd,0.49546873569488525,0.6931818127632141,0.4893749952316284,0.6933350563049316,8000,150,0.5,3
267,2,128,3,tanh,4,2,False,False,accuracy,6,32,adam,0.4973437488079071,0.6932087540626526,0.4893749952316284,0.69327712059021,8000,150,0.5,3
268,2,128,3,tanh,4,2,False,False,accuracy,7,32,rmsprop,0.4964062571525574,0.693193256855011,0.4893749952316284,0.6932799816131592,8000,150,0.5,3
269,2,128,3,tanh,4,2,False,False,accuracy,11,32,sgd,0.5010937452316284,0.693213701248169,0.4893749952316284,0.6933558583259583,8000,150,0.5,3
270,2,128,3,tanh,4,2,True,True,accuracy,6,32,adam,0.4985937476158142,0.6931875348091125,0.4893749952316284,0.6934797167778015,8000,150,0.5,3
271,2,128,3,tanh,4,2,True,True,accuracy,6,32,rmsprop,0.5026562213897705,0.6932279467582703,0.4893749952316284,0.6932291984558105,8000,150,0.5,3
272,2,128,3,tanh,4,2,True,True,accuracy,16,32,sgd,0.4989062547683716,0.6932483911514282,0.4893749952316284,0.6932057738304138,8000,150,0.5,3
273,2,128,3,tanh,4,2,True,False,accuracy,9,32,adam,0.4935937523841858,0.6932664513587952,0.4893749952316284,0.6932824850082397,8000,150,0.5,3
274,2,128,3,tanh,4,2,True,False,accuracy,11,32,rmsprop,0.5026562213897705,0.6932247877120972,0.4893749952316284,0.6932804584503174,8000,150,0.5,3
275,2,128,3,tanh,4,2,True,False,accuracy,7,32,sgd,0.9709374904632568,0.07909101247787476,0.737500011920929,1.045682430267334,8000,150,0.5,3
276,2,128,3,tanh,5,2,False,True,accuracy,9,32,adam,0.9157812595367432,0.24565166234970093,0.7181249856948853,0.8436589241027832,8000,150,0.5,3
277,2,128,3,tanh,5,2,False,True,accuracy,9,32,rmsprop,0.9659374952316284,0.09451048076152802,0.7337499856948853,1.0380523204803467,8000,150,0.5,3
278,2,128,3,tanh,5,2,False,True,accuracy,7,32,sgd,0.9765625,0.06260998547077179,0.7268750071525574,1.161484718322754,8000,150,0.5,3
279,2,128,3,tanh,5,2,False,False,accuracy,9,32,adam,0.5026562213897705,0.6931923031806946,0.4893749952316284,0.6932733058929443,8000,150,0.5,3
280,2,128,3,tanh,5,2,False,False,accuracy,16,32,rmsprop,0.5026562213897705,0.6931847929954529,0.4893749952316284,0.6932430267333984,8000,150,0.5,3
281,2,128,3,tanh,5,2,False,False,accuracy,17,32,sgd,0.49796876311302185,0.6932520866394043,0.4893749952316284,0.693300187587738,8000,150,0.5,3
282,2,128,3,tanh,5,2,True,True,accuracy,6,32,adam,0.5026562213897705,0.6932075619697571,0.4893749952316284,0.6932758092880249,8000,150,0.5,3
283,2,128,3,tanh,5,2,True,True,accuracy,10,32,rmsprop,0.9729687571525574,0.0780717059969902,0.7400000095367432,1.0228675603866577,8000,150,0.5,3
284,2,128,3,tanh,5,2,True,True,accuracy,10,32,sgd,0.9821875095367432,0.05553492158651352,0.7056249976158142,1.2416166067123413,8000,150,0.5,3
285,2,128,3,tanh,5,2,True,False,accuracy,11,32,adam,0.5026562213897705,0.6931836009025574,0.4893749952316284,0.6932307481765747,8000,150,0.5,3
286,2,128,3,tanh,5,2,True,False,accuracy,14,32,rmsprop,0.9665625095367432,0.09621095657348633,0.7262499928474426,1.129196047782898,8000,150,0.5,3
287,2,128,3,tanh,5,2,True,False,accuracy,6,32,sgd,0.5026562213897705,0.6932190656661987,0.4893749952316284,0.6934084892272949,8000,150,0.5,3
