,Unnamed: 0,output_dim,embedding,nodes,activation,regularizer,stacking,dropout,optimizer,bidirectional,epochs,batch_size,method,accuracy,loss,val_accuracy,val_loss,len_dataset,n_features,dominant_class
167,,2,45589,64,relu,L1,False,True,rmsprop,False,11,32,LSTM,0.9895833134651184,0.6785719990730286,0.4444444477558136,1.712141513824463,360,1724,0.5
168,,2,45589,64,relu,L1,True,False,adam,False,25,32,GRU,0.9895833134651184,0.08992906659841537,0.4305555522441864,1.2856574058532715,360,1724,0.5
169,,2,45589,64,relu,L1,True,False,adam,False,43,32,LSTM,0.9895833134651184,0.07640733569860458,0.4861111044883728,1.3047128915786743,360,1724,0.5
170,,2,45589,64,relu,L1,True,False,rmsprop,False,30,32,GRU,0.9895833134651184,0.06824418902397156,0.4444444477558136,1.380382776260376,360,1724,0.5
171,,2,45589,64,relu,L1,True,False,rmsprop,False,13,32,LSTM,0.9895833134651184,0.5115420818328857,0.4722222089767456,1.729119062423706,360,1724,0.5
172,,2,45589,64,relu,L1,True,True,adam,False,47,32,GRU,0.9895833134651184,0.0686657652258873,0.4305555522441864,1.1363658905029297,360,1724,0.5
173,,2,45589,64,relu,L1,True,True,adam,False,11,32,LSTM,0.9861111044883728,0.6511414647102356,0.4722222089767456,1.7830129861831665,360,1724,0.5
174,,2,45589,64,relu,L1,True,True,rmsprop,False,29,32,GRU,0.9895833134651184,0.07871437072753906,0.4583333432674408,1.2537792921066284,360,1724,0.5
175,,2,45589,64,relu,L1,True,True,rmsprop,False,12,32,LSTM,0.9861111044883728,0.577256441116333,0.4305555522441864,1.891990065574646,360,1724,0.5
176,,2,45589,64,relu,,False,False,adam,False,12,32,GRU,0.9826388955116272,0.5734127759933472,0.4722222089767456,1.6936146020889282,360,1724,0.5
177,,2,45589,64,relu,,False,False,adam,False,11,32,LSTM,0.9895833134651184,0.6699978709220886,0.4305555522441864,1.8535916805267334,360,1724,0.5
178,,2,45589,64,relu,,False,False,rmsprop,False,11,32,GRU,0.9930555820465088,0.6396404504776001,0.4166666567325592,2.0389907360076904,360,1724,0.5
179,,2,45589,64,relu,,False,False,rmsprop,False,11,32,LSTM,0.9930555820465088,0.6314342617988586,0.4305555522441864,1.9513558149337769,360,1724,0.5
180,,2,45589,64,relu,,False,True,adam,False,11,32,GRU,0.9826388955116272,0.6874358654022217,0.5,2.001224994659424,360,1724,0.5
181,,2,45589,64,relu,,False,True,adam,False,11,32,LSTM,0.9756944179534912,0.6900396943092346,0.4583333432674408,1.7487037181854248,360,1724,0.5
182,,2,45589,64,relu,,False,True,rmsprop,False,39,32,GRU,0.9895833134651184,0.06640170514583588,0.4444444477558136,1.1354219913482666,360,1724,0.5
183,,2,45589,64,relu,,False,True,rmsprop,False,11,32,LSTM,0.9826388955116272,0.6481459736824036,0.4444444477558136,1.9203921556472778,360,1724,0.5
184,,2,45589,64,relu,,True,False,adam,False,11,32,GRU,0.9861111044883728,0.6308847665786743,0.4861111044883728,1.772058129310608,360,1724,0.5
185,,2,45589,64,relu,,True,False,adam,False,11,32,LSTM,0.9826388955116272,0.6488842964172363,0.3888888955116272,1.7598354816436768,360,1724,0.5
186,,2,45589,64,relu,,True,False,rmsprop,False,25,32,GRU,0.9930555820465088,0.09029444307088852,0.4444444477558136,1.3330284357070923,360,1724,0.5
187,,2,45589,64,relu,,True,False,rmsprop,False,12,32,LSTM,0.9861111044883728,0.5610512495040894,0.4444444477558136,1.878399133682251,360,1724,0.5
188,,2,45589,64,relu,,True,True,adam,False,12,32,GRU,0.9826388955116272,0.5631479024887085,0.4861111044883728,1.8220269680023193,360,1724,0.5
189,,2,45589,64,relu,,True,True,adam,False,11,32,LSTM,0.9861111044883728,0.6653488874435425,0.5277777910232544,1.9222403764724731,360,1724,0.5
190,,2,45589,64,relu,,True,True,rmsprop,False,11,32,GRU,0.9895833134651184,0.6653187274932861,0.4583333432674408,1.7659884691238403,360,1724,0.5
191,,2,45589,64,relu,,True,True,rmsprop,False,11,32,LSTM,0.9861111044883728,0.6498510241508484,0.4444444477558136,1.7854207754135132,360,1724,0.5
